1.000000,1498650641488.000000,15.430000,23.324292,2.000000
2.000000,1498650653419.000000,15.394000,23.475938,5.000000
3.000000,1498650665421.000000,15.602000,23.309515,0.000000
4.000000,1498650677419.000000,15.836000,23.015918,0.000000
5.000000,1498650689420.000000,16.032000,22.918761,0.000000
6.000000,1498650701414.000000,16.170000,22.933899,0.000000
7.000000,1498650713414.000000,16.302000,22.548580,0.000000
8.000000,1498650725414.000000,16.422000,22.180836,0.000000
9.000000,1498650737415.000000,16.554000,21.832527,0.000000
10.000000,1498650749410.000000,16.656000,21.578933,0.000000
11.000000,1498650761411.000000,16.766000,21.507514,0.000000
12.000000,1498650773409.000000,16.852000,21.603603,0.000000
13.000000,1498650785414.000000,16.954000,21.186642,0.000000
14.000000,1498650797408.000000,17.052000,21.009809,0.000000
15.000000,1498650809407.000000,17.140000,20.721110,0.000000
16.000000,1498650821406.000000,17.234000,20.634981,0.000000
17.000000,1498650833410.000000,17.304000,20.429499,0.000000
18.000000,1498650845407.000000,17.282000,20.591894,0.000000
19.000000,1498650857407.000000,17.250000,20.531248,0.000000
20.000000,1498650869413.000000,17.360000,20.831674,0.000000
21.000000,1498650881404.000000,17.470000,20.451860,0.000000
22.000000,1498650893410.000000,17.542000,19.983966,0.000000
23.000000,1498650905404.000000,17.632000,19.864218,0.000000
24.000000,1498650917402.000000,17.702000,19.710242,0.000000
25.000000,1498650929406.000000,17.766000,19.628276,0.000000
26.000000,1498650941411.000000,17.824000,19.664347,0.000000
27.000000,1498650953400.000000,17.890000,19.463834,0.000000
28.000000,1498650965407.000000,17.932000,19.518747,0.000000
29.000000,1498650977401.000000,17.996000,19.614484,0.000000
30.000000,1498650989403.000000,18.054000,19.367204,0.000000
31.000000,1498651001405.000000,18.116000,19.304513,0.000000
32.000000,1498651013405.000000,18.164000,19.128978,0.000000
33.000000,1498651025401.000000,18.210000,19.217265,0.000000
34.000000,1498651037401.000000,18.262000,19.114380,0.000000
35.000000,1498651049402.000000,18.294000,18.646470,0.000000
36.000000,1498651061400.000000,18.332000,19.045401,0.000000
37.000000,1498651073402.000000,18.368000,18.789354,0.000000
38.000000,1498651085394.000000,18.394000,18.711306,0.000000
39.000000,1498651097408.000000,18.440000,18.581198,0.000000
40.000000,1498651109395.000000,18.472000,18.509975,0.000000
41.000000,1498651121399.000000,18.510000,18.677594,0.000000
42.000000,1498651133401.000000,18.516000,18.027609,0.000000
43.000000,1498651145390.000000,18.536000,17.822660,0.000000
44.000000,1498651157393.000000,18.598000,18.310787,0.000000
45.000000,1498651169399.000000,18.632000,18.259178,0.000000
46.000000,1498651181397.000000,18.634000,17.694459,0.000000
47.000000,1498651193391.000000,18.632000,17.481205,0.000000
48.000000,1498651205393.000000,18.658000,17.655664,0.000000
49.000000,1498651217390.000000,18.710000,17.884516,0.000000
50.000000,1498651229390.000000,18.728000,17.705784,0.000000
51.000000,1498651241397.000000,18.758000,17.753753,0.000000
52.000000,1498651253388.000000,18.786000,17.482034,0.000000
53.000000,1498651265385.000000,18.782000,17.335183,0.000000
54.000000,1498651277391.000000,18.802000,17.409540,0.000000
55.000000,1498651289387.000000,18.824000,17.303871,0.000000
56.000000,1498651301387.000000,18.864000,17.432512,0.000000
57.000000,1498651313391.000000,18.880000,17.259856,0.000000
58.000000,1498651325386.000000,18.886000,17.253488,0.000000
59.000000,1498651337386.000000,18.932000,17.529172,0.000000
60.000000,1498651349385.000000,18.932000,17.142173,0.000000
61.000000,1498651361389.000000,18.934000,17.162262,0.000000
62.000000,1498651373386.000000,18.964000,17.270623,0.000000
63.000000,1498651385381.000000,18.974000,17.037286,0.000000
64.000000,1498651397388.000000,18.970000,17.010361,0.000000
65.000000,1498651409380.000000,19.018000,17.246541,0.000000
66.000000,1498651421388.000000,19.030000,17.186980,0.000000
67.000000,1498651433378.000000,19.084000,17.976508,0.000000
68.000000,1498651445381.000000,19.118000,17.951589,0.000000
69.000000,1498651457388.000000,19.134000,17.552503,0.000000
70.000000,1498651469385.000000,19.130000,17.158425,0.000000
71.000000,1498651481379.000000,19.184000,17.635049,0.000000
72.000000,1498651493383.000000,19.188000,17.181291,0.000000
73.000000,1498651505379.000000,19.184000,16.779692,0.000000
74.000000,1498651517378.000000,19.188000,16.840120,0.000000
75.000000,1498651529381.000000,19.240000,17.123638,0.000000
76.000000,1498651541375.000000,19.310000,19.612001,0.000000
77.000000,1498651553377.000000,19.432000,17.072590,0.000000
78.000000,1498651565381.000000,19.520000,22.197883,622.000000
79.000000,1498651577377.000000,19.574000,27.213746,237.000000
80.000000,1498651589371.000000,19.758000,18.475934,236.000000
81.000000,1498651601375.000000,19.908000,17.664172,235.000000
82.000000,1498651613378.000000,20.012000,16.899263,235.000000
